112.5,313.3
-79.3,399.7
114.2,189.9
190.3,227.0
92.3,259.0
56.7,146.9
89.4,161.0
102.8,391.9
-87.5,492.2
321.1,334.1
208.3,255.5
65.4,472.5
271.1,421.9
4.4,392.9
107.5,456.3
-1.7,338.4
110.2,356.0
67.9,353.6
125.7,289.4
78.1,391.8
209.2,473.9
148.6,373.8
170.3,562.7
120.3,227.9
155.9,126.2
92.9,174.3
172.6,376.4
10.0,369.5
189.9,250.5
258.0,349.9
28.3,312.0
131.0,75.5
111.3,384.9
290.2,382.3
162.7,178.4
212.6,215.9
282.5,167.6
-76.9,408.8
102.0,231.2
193.9,298.2
307.2,504.9
14.9,175.3
57.8,175.2
292.8,426.1
158.2,509.9
63.6,286.6
320.7,308.1
206.4,429.5
172.5,249.4
182.0,328.1
66.8,328.7
61.2,167.5
7.6,299.3
179.3,409.7
205.5,392.3
194.1,358.1
250.6,417.4
167.8,373.9
-35.6,260.6
217.6,465.2
126.7,365.8
253.7,290.4
153.3,289.4
110.4,96.1
178.7,356.2
210.1,253.0
142.5,334.5
84.2,456.3
186.2,348.0
289.3,311.4
131.7,261.4
177.4,395.9
141.7,460.3
203.4,281.1
219.0,399.4
232.0,78.0
101.1,201.2
-2.6,347.4
164.6,331.7
-16.1,117.9
134.8,284.6
94.0,397.0
267.1,423.5
124.0,530.1
269.8,304.0
168.7,300.6
28.2,272.9
263.8,199.5
2.9,300.5
173.9,385.4
293.6,384.7
217.1,489.3
-86.7,313.6
153.1,449.7
83.5,240.7
371.9,690.2
-70.4,208.7
47.3,283.1
278.8,392.9
351.2,183.2
110.3,398.0
183.2,244.2
108.3,371.4
359.7,310.3
87.8,213.4
76.7,302.6
162.7,177.5
-69.7,286.4
149.4,104.4
243.9,293.8
177.3,342.0
-113.1,433.5
55.7,460.3
192.7,429.9
133.0,265.6
11.4,228.0
21.1,309.4
197.0,424.9
26.9,134.5
347.1,450.4
146.5,269.3
7.9,355.4
39.1,334.0
168.9,371.9
309.2,447.3
7.0,306.4
180.7,351.6
63.1,309.4
252.4,287.2
224.8,81.4
142.9,397.8
254.5,317.8
85.6,359.6
254.5,318.0
81.5,187.6
71.7,313.1
-30.7,348.3
78.0,442.0
103.5,333.5
113.3,339.9
228.4,333.5
240.1,319.2
233.7,357.4
20.5,291.2
-9.3,336.0
110.2,192.8
281.3,375.4
191.2,125.9
110.1,197.2
46.5,449.4
-38.8,309.1
109.9,249.6
269.5,444.9
214.1,370.4
54.0,191.9
99.5,414.5
302.2,384.5
218.7,483.4
16.4,359.5
183.8,312.9
249.9,277.4
268.4,144.2
6.2,443.8
308.5,437.3
286.0,316.5
157.7,426.1
56.9,427.0
76.3,381.2
277.0,512.7
85.6,405.4
80.0,183.1
120.4,536.4
-38.0,281.2
146.1,499.9
35.5,324.2
233.3,100.1
82.3,215.7
220.5,316.7
87.5,399.9
199.6,384.4
7.0,361.4
148.0,217.3
151.4,305.8
167.3,268.7
88.1,340.4
77.3,277.8
-55.0,505.8
238.4,205.8
25.4,412.9
48.0,64.4
142.7,289.1
331.2,459.8
279.9,395.0
90.0,343.0
109.1,362.7
124.0,284.1
183.4,316.6
157.1,232.7
150.7,226.3
197.4,552.9
93.8,400.6
115.5,384.0
169.5,241.0
197.4,443.5
332.0,343.2
140.7,338.6
334.9,310.4
99.1,419.8
92.5,297.6
39.8,261.0
53.1,321.9
159.7,225.9
236.6,402.4
144.5,382.2
230.7,373.4
84.6,402.6
218.6,283.8
243.2,239.5
34.8,218.9
190.0,397.5
278.5,114.8
167.5,545.3
237.9,223.8
138.1,288.9
432.7,208.8
166.1,298.9
216.4,410.3
135.8,234.9
103.0,317.1
55.1,376.4
264.6,98.0
64.9,259.2
172.6,272.3
74.4,323.9
-31.6,475.3
6.6,414.7
-71.1,593.9
200.3,210.7
180.8,393.5
105.7,168.2
-49.9,310.1
158.7,459.7
119.4,344.8
392.0,318.2
185.1,190.6
151.9,376.2
248.5,202.3
186.0,239.8
-38.1,290.7
-13.3,215.6
125.9,171.0
421.7,225.9
143.9,393.3
150.8,410.4
324.5,290.0
130.3,247.3
362.9,279.5
161.4,318.6
276.4,349.0
306.0,466.8
270.8,286.3
88.2,315.1
180.5,196.2
71.5,268.6
255.2,458.7
85.4,259.0
14.7,235.4
109.1,432.5
175.2,263.1
130.8,252.2
346.5,292.4
88.2,465.2
146.4,262.3
261.6,299.3
142.7,466.5
309.3,493.2
140.4,347.4
132.3,459.1
178.6,377.0
245.7,292.5
198.6,504.6
208.3,419.7
66.5,307.5
-155.6,331.4
177.4,335.8
90.8,199.2
99.2,215.8
204.4,348.2
59.8,294.6
21.6,342.6
144.6,234.5
-33.7,308.4
166.0,505.3
89.2,283.3
42.8,428.0
328.3,352.7
139.6,537.0
291.6,291.6
186.4,326.8
-29.6,290.0
-32.7,332.1
100.0,401.7
117.7,260.9
185.6,379.2
