450.0,293.7
175.2,155.6
279.8,262.7
306.4,56.7
197.7,59.8
234.0,314.4
321.0,143.9
187.5,341.0
338.7,241.4
305.3,237.1
403.8,89.5
416.6,175.4
-12.8,174.4
395.7,164.8
339.3,175.2
203.7,236.2
268.4,11.9
480.0,193.3
373.0,132.1
322.2,168.1
249.6,316.5
446.9,275.6
555.7,219.6
488.6,268.3
476.8,122.0
289.0,87.3
213.6,143.6
392.6,291.2
299.7,271.1
330.7,147.9
253.4,185.3
481.3,261.2
251.6,133.6
503.9,164.1
143.5,134.3
276.3,324.6
590.2,140.0
245.3,430.8
231.1,267.7
321.5,146.4
574.9,35.1
341.7,190.8
338.1,245.1
475.5,190.7
417.9,412.5
162.8,244.4
391.5,114.7
374.6,192.5
575.4,256.7
474.8,123.8
347.9,237.3
87.2,115.2
446.7,81.2
177.8,-97.4
251.2,298.1
307.0,95.9
316.4,204.9
468.3,-184.1
340.9,169.1
441.2,138.2
392.7,164.4
489.0,220.2
298.2,181.8
260.0,61.2
504.8,102.9
415.8,303.4
173.4,141.2
161.3,208.2
373.7,65.9
314.7,361.9
449.1,334.8
506.1,210.9
174.5,116.9
453.2,168.8
430.8,177.2
234.4,263.0
410.3,185.2
229.4,129.4
413.8,183.3
377.3,192.0
209.3,241.4
532.4,389.1
216.4,95.7
264.6,-17.7
265.5,140.5
249.8,256.2
368.3,312.0
487.3,206.6
199.0,138.4
389.9,163.3
352.7,399.3
281.5,140.0
347.9,223.2
441.7,109.7
220.4,292.2
300.4,252.0
418.1,264.3
248.9,82.3
374.5,55.5
227.8,308.7
339.9,252.5
403.5,80.1
273.0,223.0
401.7,220.8
238.9,315.8
379.8,3.3
333.4,41.9
450.1,204.7
217.1,160.7
481.6,231.1
291.8,266.3
357.3,22.5
590.8,213.9
269.0,-20.0
295.3,218.9
512.2,322.0
383.6,221.2
112.1,166.0
272.9,259.5
261.2,78.6
256.9,178.5
211.5,192.6
346.8,192.2
402.1,201.8
243.3,120.0
430.5,76.3
188.8,216.3
534.9,130.4
377.9,53.9
264.5,317.0
380.2,-54.6
213.5,168.3
280.7,178.0
310.0,76.3
261.4,218.7
185.6,120.4
223.2,107.0
162.4,306.2
349.8,190.7
500.2,27.0
338.5,71.9
156.7,289.0
384.2,183.7
212.6,152.1
357.9,64.8
237.2,103.9
102.1,98.8
285.0,118.4
351.7,281.7
389.2,432.0
339.4,244.7
425.0,99.2
331.1,119.6
259.7,228.5
144.5,231.7
203.9,354.4
442.4,296.0
298.4,137.1
382.2,337.1
145.4,290.9
274.5,314.3
171.5,328.0
61.6,10.6
161.4,223.9
137.4,-37.3
349.6,296.4
234.4,175.6
362.7,333.5
451.2,140.6
169.8,229.1
450.9,82.9
147.9,170.3
266.8,147.3
191.5,392.8
453.2,349.3
288.0,274.0
264.1,132.0
295.1,194.7
250.2,192.6
373.1,238.3
211.1,577.8
343.2,125.7
370.6,326.8
343.2,161.6
328.2,152.6
233.6,178.6
169.9,205.9
239.6,187.7
229.2,193.9
360.4,95.9
305.4,264.1
317.2,337.8
163.5,216.1
441.1,77.3
162.1,186.0
267.0,161.6
335.9,96.1
436.2,348.2
479.5,15.2
229.9,8.1
432.5,133.3
349.3,132.2
300.0,277.4
330.0,324.7
321.4,212.4
455.8,183.4
333.3,83.2
258.3,228.0
372.5,92.6
347.7,205.3
379.1,59.9
461.7,180.5
385.1,39.6
282.2,378.9
244.1,191.0
246.6,134.7
414.2,181.4
369.3,187.1
292.4,147.0
291.5,172.0
376.1,421.1
155.3,171.9
380.6,257.5
338.8,210.7
359.2,206.0
364.6,274.8
288.8,336.9
434.7,100.7
390.5,113.5
126.6,98.8
261.8,278.4
370.2,285.5
303.8,53.8
365.7,257.0
334.1,77.0
270.0,168.1
398.8,256.1
131.2,299.6
391.5,131.1
325.0,251.4
172.1,234.8
520.4,213.2
314.0,109.0
583.2,-26.8
430.7,71.4
212.3,215.9
342.4,141.5
564.9,-21.8
597.0,94.4
396.0,205.4
236.6,-74.7
393.7,81.8
253.7,161.9
274.3,146.3
402.4,165.0
400.2,411.3
409.0,13.4
272.4,225.4
236.0,8.8
221.1,98.8
291.0,155.8
476.4,127.5
361.6,238.7
334.4,127.1
273.5,99.6
395.6,154.6
327.9,148.0
259.8,325.9
447.1,-48.9
469.1,169.0
414.8,207.6
411.0,46.1
431.0,73.9
559.3,109.7
422.1,234.2
308.3,161.0
273.7,149.2
384.3,166.0
296.8,137.0
339.7,258.8
185.3,277.0
180.4,231.4
376.8,273.8
305.8,80.9
335.3,310.0
297.1,201.4
280.6,261.4
364.9,28.7
466.4,243.2
283.1,125.3
263.0,205.8
316.1,248.8
313.7,86.4
446.5,195.6
474.7,102.6
387.8,385.1
280.0,233.4
302.2,170.7
386.5,268.3
452.5,85.1
440.6,158.1
356.9,188.2
268.3,390.7
287.2,245.1
465.9,111.8
271.9,77.0
237.3,25.0
298.7,161.6
344.2,68.2
239.3,347.0
431.8,140.3
123.6,204.9
253.9,330.6
250.9,206.9
217.8,63.2
232.3,-36.9
328.9,23.1
212.3,145.3
256.8,221.2
404.9,154.7
422.5,368.8
238.1,209.8
326.9,113.2
241.8,140.4
186.8,277.6
357.4,94.5
429.0,195.5
356.0,225.2
386.4,90.7
336.1,232.0
404.5,293.6
309.6,191.7
269.2,173.9
387.9,195.4
450.1,293.7
382.8,231.2
380.1,180.0
187.3,210.7
398.1,323.2
293.7,267.2
337.8,106.7
427.2,323.4
445.9,80.5
302.3,241.4
216.3,173.5
421.9,135.8
263.5,57.6
396.4,165.1
439.3,145.0
310.3,197.3
476.0,54.7
379.6,283.3
406.7,313.2
373.9,334.7
443.6,60.0
429.1,267.4
258.6,86.2
515.8,59.1
356.3,163.5
354.9,166.7
530.4,289.1
421.9,191.1
437.9,76.8
469.9,191.2
432.4,90.4
312.5,136.8
182.1,106.7
380.9,349.7
301.4,147.7
204.3,283.0
264.6,377.0
350.9,93.5
465.7,143.3
297.5,263.9
281.6,233.2
296.9,269.8
284.4,279.7
353.8,95.9
394.9,248.0
247.4,52.1
171.2,230.8
225.1,168.0
397.3,258.3
253.8,408.1
453.4,363.2
467.4,144.1
429.2,189.9
342.3,187.3
275.3,146.2
338.7,105.1
246.5,106.9
245.0,153.2
372.7,214.3
246.9,387.6
393.0,244.0
441.7,150.5
247.2,102.7
179.3,269.8
149.9,382.8
384.0,178.3
